amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 1
amount produced/need, avg price, sd, consumption_rate, avg def comm, char
 year: 40
0.387918, 0.138885, 0.019652, 2.978407, 7.730000, A
1.044679, 0.132696, 0.014969, 1.912332, 7.730000, B
1.464701, 0.122552, 0.015905, 2.021896, 7.730000, C
1.168551, 0.103554, 0.014340, 2.585320, 7.730000, D
1.127113, 0.124511, 0.013906, 2.509260, 7.730000, E
0.671035, 0.139511, 0.013283, 4.986297, 7.730000, F
0.772478, 0.132879, 0.014709, 2.632789, 7.730000, G
0.516535, 0.108558, 0.015123, 4.087576, 7.730000, H
0.637623, 0.137467, 0.014231, 4.042147, 7.730000, I
2.501958, 0.132233, 0.015698, 2.240037, 7.730000, J
