amount produced/need, avg price, sd, consumption_rate, char
 year: 1
0.492440, 0.000022, 0.000005, 4.042147,I
2.089728, 0.000022, 0.000005, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 101
1.236869, 0.000019, 0.000004, 2.978407,A
2.009290, 0.000019, 0.000005, 1.912332,B
1.427492, 0.000018, 0.000004, 2.021896,C
1.315148, 0.000019, 0.000005, 2.585320,D
1.174297, 0.000019, 0.000005, 2.509260,E
0.437581, 0.000020, 0.000005, 4.986297,F
1.703011, 0.000019, 0.000005, 2.632789,G
0.685894, 0.000020, 0.000004, 4.087576,H
0.492440, 0.000020, 0.000005, 4.042147,I
2.089728, 0.000019, 0.000005, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 102
1.236869, 0.000016, 0.000004, 2.978407,A
2.009290, 0.000017, 0.000004, 1.912332,B
1.427492, 0.000015, 0.000004, 2.021896,C
1.315148, 0.000016, 0.000004, 2.585320,D
1.174297, 0.000016, 0.000004, 2.509260,E
0.437581, 0.000017, 0.000004, 4.986297,F
1.703011, 0.000017, 0.000004, 2.632789,G
0.685894, 0.000018, 0.000004, 4.087576,H
0.492440, 0.000017, 0.000004, 4.042147,I
2.089728, 0.000016, 0.000004, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 103
1.236869, 0.000015, 0.000003, 2.978407,A
2.009290, 0.000014, 0.000004, 1.912332,B
1.427492, 0.000013, 0.000003, 2.021896,C
1.315148, 0.000014, 0.000004, 2.585320,D
1.174297, 0.000014, 0.000004, 2.509260,E
0.437581, 0.000015, 0.000004, 4.986297,F
1.703011, 0.000014, 0.000004, 2.632789,G
0.685894, 0.000015, 0.000003, 4.087576,H
0.492440, 0.000015, 0.000003, 4.042147,I
2.089728, 0.000014, 0.000003, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 104
1.236869, 0.000013, 0.000003, 2.978407,A
2.009290, 0.000012, 0.000003, 1.912332,B
1.427492, 0.000012, 0.000003, 2.021896,C
1.315148, 0.000012, 0.000003, 2.585320,D
1.174297, 0.000013, 0.000003, 2.509260,E
0.437581, 0.000013, 0.000003, 4.986297,F
1.703011, 0.000012, 0.000003, 2.632789,G
0.685894, 0.000013, 0.000003, 4.087576,H
0.492440, 0.000013, 0.000003, 4.042147,I
2.089728, 0.000012, 0.000003, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 105
1.236869, 0.000011, 0.000002, 2.978407,A
2.009290, 0.000011, 0.000003, 1.912332,B
1.427492, 0.000010, 0.000003, 2.021896,C
1.315148, 0.000011, 0.000003, 2.585320,D
1.174297, 0.000011, 0.000003, 2.509260,E
0.437581, 0.000011, 0.000003, 4.986297,F
1.703011, 0.000011, 0.000003, 2.632789,G
0.685894, 0.000011, 0.000003, 4.087576,H
0.492440, 0.000011, 0.000003, 4.042147,I
2.089728, 0.000011, 0.000003, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 106
1.236869, 0.000010, 0.000002, 2.978407,A
2.009290, 0.000009, 0.000002, 1.912332,B
1.427492, 0.000009, 0.000002, 2.021896,C
1.315148, 0.000009, 0.000002, 2.585320,D
1.174297, 0.000010, 0.000002, 2.509260,E
0.437581, 0.000010, 0.000002, 4.986297,F
1.703011, 0.000009, 0.000002, 2.632789,G
0.685894, 0.000010, 0.000002, 4.087576,H
0.492440, 0.000010, 0.000002, 4.042147,I
2.089728, 0.000009, 0.000002, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 107
1.236869, 0.000008, 0.000002, 2.978407,A
2.009290, 0.000008, 0.000002, 1.912332,B
1.427492, 0.000007, 0.000002, 2.021896,C
1.315148, 0.000008, 0.000002, 2.585320,D
1.174297, 0.000008, 0.000002, 2.509260,E
0.437581, 0.000009, 0.000002, 4.986297,F
1.703011, 0.000008, 0.000002, 2.632789,G
0.685894, 0.000008, 0.000002, 4.087576,H
0.492440, 0.000008, 0.000002, 4.042147,I
2.089728, 0.000008, 0.000002, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 108
1.236869, 0.000007, 0.000002, 2.978407,A
2.009290, 0.000007, 0.000002, 1.912332,B
1.427492, 0.000007, 0.000002, 2.021896,C
1.315148, 0.000007, 0.000002, 2.585320,D
1.174297, 0.000007, 0.000002, 2.509260,E
0.437581, 0.000008, 0.000002, 4.986297,F
1.703011, 0.000007, 0.000002, 2.632789,G
0.685894, 0.000007, 0.000002, 4.087576,H
0.492440, 0.000007, 0.000002, 4.042147,I
2.089728, 0.000007, 0.000002, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 109
1.236869, 0.000006, 0.000001, 2.978407,A
2.009290, 0.000006, 0.000002, 1.912332,B
1.427492, 0.000006, 0.000001, 2.021896,C
1.315148, 0.000006, 0.000002, 2.585320,D
1.174297, 0.000006, 0.000001, 2.509260,E
0.437581, 0.000007, 0.000001, 4.986297,F
1.703011, 0.000006, 0.000002, 2.632789,G
0.685894, 0.000006, 0.000002, 4.087576,H
0.492440, 0.000006, 0.000001, 4.042147,I
2.089728, 0.000006, 0.000002, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 110
1.236869, 0.000005, 0.000001, 2.978407,A
2.009290, 0.000005, 0.000001, 1.912332,B
1.427492, 0.000005, 0.000001, 2.021896,C
1.315148, 0.000005, 0.000001, 2.585320,D
1.174297, 0.000005, 0.000001, 2.509260,E
0.437581, 0.000006, 0.000001, 4.986297,F
1.703011, 0.000005, 0.000001, 2.632789,G
0.685894, 0.000005, 0.000001, 4.087576,H
0.492440, 0.000005, 0.000001, 4.042147,I
2.089728, 0.000005, 0.000001, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 111
1.236869, 0.000005, 0.000001, 2.978407,A
2.009290, 0.000004, 0.000001, 1.912332,B
1.427492, 0.000004, 0.000001, 2.021896,C
1.315148, 0.000004, 0.000001, 2.585320,D
1.174297, 0.000004, 0.000001, 2.509260,E
0.437581, 0.000005, 0.000001, 4.986297,F
1.703011, 0.000004, 0.000001, 2.632789,G
0.685894, 0.000005, 0.000001, 4.087576,H
0.492440, 0.000005, 0.000001, 4.042147,I
2.089728, 0.000004, 0.000001, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 112
1.236869, 0.000004, 0.000001, 2.978407,A
2.009290, 0.000004, 0.000001, 1.912332,B
1.427492, 0.000004, 0.000001, 2.021896,C
1.315148, 0.000004, 0.000001, 2.585320,D
1.174297, 0.000004, 0.000001, 2.509260,E
0.437581, 0.000004, 0.000001, 4.986297,F
1.703011, 0.000004, 0.000001, 2.632789,G
0.685894, 0.000004, 0.000001, 4.087576,H
0.492440, 0.000004, 0.000001, 4.042147,I
2.089728, 0.000004, 0.000001, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 113
1.236869, 0.000003, 0.000001, 2.978407,A
2.009290, 0.000003, 0.000001, 1.912332,B
1.427492, 0.000003, 0.000001, 2.021896,C
1.315148, 0.000003, 0.000001, 2.585320,D
1.174297, 0.000003, 0.000001, 2.509260,E
0.437581, 0.000004, 0.000001, 4.986297,F
1.703011, 0.000003, 0.000001, 2.632789,G
0.685894, 0.000003, 0.000001, 4.087576,H
0.492440, 0.000004, 0.000001, 4.042147,I
2.089728, 0.000003, 0.000001, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 114
1.236869, 0.000003, 0.000001, 2.978407,A
2.009290, 0.000003, 0.000001, 1.912332,B
1.427492, 0.000003, 0.000001, 2.021896,C
1.315148, 0.000003, 0.000001, 2.585320,D
1.174297, 0.000003, 0.000001, 2.509260,E
0.437581, 0.000003, 0.000001, 4.986297,F
1.703011, 0.000003, 0.000001, 2.632789,G
0.685894, 0.000003, 0.000001, 4.087576,H
0.492440, 0.000003, 0.000001, 4.042147,I
2.089728, 0.000003, 0.000001, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 115
1.236869, 0.000003, 0.000001, 2.978407,A
2.009290, 0.000002, 0.000001, 1.912332,B
1.427492, 0.000002, 0.000001, 2.021896,C
1.315148, 0.000002, 0.000001, 2.585320,D
1.174297, 0.000002, 0.000001, 2.509260,E
0.437581, 0.000003, 0.000001, 4.986297,F
1.703011, 0.000002, 0.000001, 2.632789,G
0.685894, 0.000003, 0.000001, 4.087576,H
0.492440, 0.000003, 0.000001, 4.042147,I
2.089728, 0.000002, 0.000001, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 116
1.236869, 0.000002, 0.000000, 2.978407,A
2.009290, 0.000002, 0.000001, 1.912332,B
1.427492, 0.000002, 0.000001, 2.021896,C
1.315148, 0.000002, 0.000001, 2.585320,D
1.174297, 0.000002, 0.000001, 2.509260,E
0.437581, 0.000002, 0.000001, 4.986297,F
1.703011, 0.000002, 0.000001, 2.632789,G
0.685894, 0.000002, 0.000001, 4.087576,H
0.492440, 0.000002, 0.000001, 4.042147,I
2.089728, 0.000002, 0.000001, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 117
1.236869, 0.000002, 0.000000, 2.978407,A
2.009290, 0.000002, 0.000000, 1.912332,B
1.427492, 0.000002, 0.000000, 2.021896,C
1.315148, 0.000002, 0.000000, 2.585320,D
1.174297, 0.000002, 0.000000, 2.509260,E
0.437581, 0.000002, 0.000000, 4.986297,F
1.703011, 0.000002, 0.000000, 2.632789,G
0.685894, 0.000002, 0.000000, 4.087576,H
0.492440, 0.000002, 0.000000, 4.042147,I
2.089728, 0.000002, 0.000001, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 118
1.236869, 0.000002, 0.000000, 2.978407,A
2.009290, 0.000002, 0.000000, 1.912332,B
1.427492, 0.000002, 0.000000, 2.021896,C
1.315148, 0.000002, 0.000000, 2.585320,D
1.174297, 0.000002, 0.000000, 2.509260,E
0.437581, 0.000002, 0.000000, 4.986297,F
1.703011, 0.000002, 0.000000, 2.632789,G
0.685894, 0.000002, 0.000000, 4.087576,H
0.492440, 0.000002, 0.000000, 4.042147,I
2.089728, 0.000002, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 119
1.236869, 0.000001, 0.000000, 2.978407,A
2.009290, 0.000001, 0.000000, 1.912332,B
1.427492, 0.000001, 0.000000, 2.021896,C
1.315148, 0.000001, 0.000000, 2.585320,D
1.174297, 0.000001, 0.000000, 2.509260,E
0.437581, 0.000001, 0.000000, 4.986297,F
1.703011, 0.000001, 0.000000, 2.632789,G
0.685894, 0.000001, 0.000000, 4.087576,H
0.492440, 0.000001, 0.000000, 4.042147,I
2.089728, 0.000001, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 120
1.236869, 0.000001, 0.000000, 2.978407,A
2.009290, 0.000001, 0.000000, 1.912332,B
1.427492, 0.000001, 0.000000, 2.021896,C
1.315148, 0.000001, 0.000000, 2.585320,D
1.174297, 0.000001, 0.000000, 2.509260,E
0.437581, 0.000001, 0.000000, 4.986297,F
1.703011, 0.000001, 0.000000, 2.632789,G
0.685894, 0.000001, 0.000000, 4.087576,H
0.492440, 0.000001, 0.000000, 4.042147,I
2.089728, 0.000001, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 121
1.236869, 0.000001, 0.000000, 2.978407,A
2.009290, 0.000001, 0.000000, 1.912332,B
1.427492, 0.000001, 0.000000, 2.021896,C
1.315148, 0.000001, 0.000000, 2.585320,D
1.174297, 0.000001, 0.000000, 2.509260,E
0.437581, 0.000001, 0.000000, 4.986297,F
1.703011, 0.000001, 0.000000, 2.632789,G
0.685894, 0.000001, 0.000000, 4.087576,H
0.492440, 0.000001, 0.000000, 4.042147,I
2.089728, 0.000001, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 122
1.236869, 0.000001, 0.000000, 2.978407,A
2.009290, 0.000001, 0.000000, 1.912332,B
1.427492, 0.000001, 0.000000, 2.021896,C
1.315148, 0.000001, 0.000000, 2.585320,D
1.174297, 0.000001, 0.000000, 2.509260,E
0.437581, 0.000001, 0.000000, 4.986297,F
1.703011, 0.000001, 0.000000, 2.632789,G
0.685894, 0.000001, 0.000000, 4.087576,H
0.492440, 0.000001, 0.000000, 4.042147,I
2.089728, 0.000001, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 123
1.236869, 0.000001, 0.000000, 2.978407,A
2.009290, 0.000001, 0.000000, 1.912332,B
1.427492, 0.000001, 0.000000, 2.021896,C
1.315148, 0.000001, 0.000000, 2.585320,D
1.174297, 0.000001, 0.000000, 2.509260,E
0.437581, 0.000001, 0.000000, 4.986297,F
1.703011, 0.000001, 0.000000, 2.632789,G
0.685894, 0.000001, 0.000000, 4.087576,H
0.492440, 0.000001, 0.000000, 4.042147,I
2.089728, 0.000001, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 124
1.236869, 0.000001, 0.000000, 2.978407,A
2.009290, 0.000001, 0.000000, 1.912332,B
1.427492, 0.000001, 0.000000, 2.021896,C
1.315148, 0.000001, 0.000000, 2.585320,D
1.174297, 0.000001, 0.000000, 2.509260,E
0.437581, 0.000001, 0.000000, 4.986297,F
1.703011, 0.000001, 0.000000, 2.632789,G
0.685894, 0.000001, 0.000000, 4.087576,H
0.492440, 0.000001, 0.000000, 4.042147,I
2.089728, 0.000001, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 125
1.236869, 0.000001, 0.000000, 2.978407,A
2.009290, 0.000001, 0.000000, 1.912332,B
1.427492, 0.000001, 0.000000, 2.021896,C
1.315148, 0.000001, 0.000000, 2.585320,D
1.174297, 0.000001, 0.000000, 2.509260,E
0.437581, 0.000001, 0.000000, 4.986297,F
1.703011, 0.000001, 0.000000, 2.632789,G
0.685894, 0.000001, 0.000000, 4.087576,H
0.492440, 0.000001, 0.000000, 4.042147,I
2.089728, 0.000001, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 126
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000001, 0.000000, 4.986297,F
1.703011, 0.000001, 0.000000, 2.632789,G
0.685894, 0.000001, 0.000000, 4.087576,H
0.492440, 0.000001, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 127
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 128
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 129
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 130
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 131
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 132
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 133
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 134
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 135
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 136
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 137
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 138
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 139
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 140
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 141
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 142
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 143
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 144
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 145
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 146
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 147
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 148
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 149
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
0.492440, 0.000000, 0.000000, 4.042147,I
2.089728, 0.000000, 0.000000, 2.240037,J
amount produced/need, avg price, sd, consumption_rate, char
 year: 150
1.236869, 0.000000, 0.000000, 2.978407,A
2.009290, 0.000000, 0.000000, 1.912332,B
1.427492, 0.000000, 0.000000, 2.021896,C
1.315148, 0.000000, 0.000000, 2.585320,D
1.174297, 0.000000, 0.000000, 2.509260,E
0.437581, 0.000000, 0.000000, 4.986297,F
1.703011, 0.000000, 0.000000, 2.632789,G
0.685894, 0.000000, 0.000000, 4.087576,H
